term,draw_time,draw_result,front_numbers,back_numbers
20003,2020-01-06 21:15:00,"02,03,06,14,16,17,21|11","['02', '03', '06', '14', '16', '17', '21']",['11']
20002,2020-01-03 21:15:00,"05,14,16,17,19,22,24|02","['05', '14', '16', '17', '19', '22', '24']",['02']
20001,2020-01-01 21:15:00,"03,04,05,08,18,19,22|30","['03', '04', '05', '08', '18', '19', '22']",['30']
19150,2019-12-30 21:15:00,"03,09,13,15,20,26,28|02","['03', '09', '13', '15', '20', '26', '28']",['02']
19149,2019-12-27 21:15:00,"04,05,07,13,16,19,26|17","['04', '05', '07', '13', '16', '19', '26']",['17']
19148,2019-12-25 21:15:00,"01,02,06,12,18,23,26|17","['01', '02', '06', '12', '18', '23', '26']",['17']
19147,2019-12-23 21:15:00,"02,04,09,19,20,24,25|15","['02', '04', '09', '19', '20', '24', '25']",['15']
19146,2019-12-20 21:15:00,"07,08,11,13,22,23,28|09","['07', '08', '11', '13', '22', '23', '28']",['09']
19145,2019-12-18 21:15:00,"07,08,10,14,22,23,24|21","['07', '08', '10', '14', '22', '23', '24']",['21']
19144,2019-12-16 21:15:00,"03,04,16,18,19,20,26|14","['03', '04', '16', '18', '19', '20', '26']",['14']
19143,2019-12-13 21:15:00,"07,09,13,16,25,28,29|18","['07', '09', '13', '16', '25', '28', '29']",['18']
19142,2019-12-11 21:15:00,"05,06,08,10,11,26,27|01","['05', '06', '08', '10', '11', '26', '27']",['01']
19141,2019-12-09 21:15:00,"11,14,15,20,21,23,27|07","['11', '14', '15', '20', '21', '23', '27']",['07']
19140,2019-12-06 21:15:00,"07,11,16,20,24,26,29|03","['07', '11', '16', '20', '24', '26', '29']",['03']
19139,2019-12-04 21:15:00,"03,05,10,14,18,28,30|23","['03', '05', '10', '14', '18', '28', '30']",['23']
19138,2019-12-02 21:15:00,"05,07,17,20,23,27,30|18","['05', '07', '17', '20', '23', '27', '30']",['18']
19137,2019-11-29 21:15:00,"05,10,11,15,23,28,29|24","['05', '10', '11', '15', '23', '28', '29']",['24']
19136,2019-11-27 21:15:00,"01,04,05,10,16,22,25|09","['01', '04', '05', '10', '16', '22', '25']",['09']
19135,2019-11-25 21:15:00,"03,08,14,21,22,24,29|05","['03', '08', '14', '21', '22', '24', '29']",['05']
19134,2019-11-22 21:15:00,"01,04,05,18,22,24,27|13","['01', '04', '05', '18', '22', '24', '27']",['13']
19133,2019-11-20 21:15:00,"01,02,10,12,14,26,30|11","['01', '02', '10', '12', '14', '26', '30']",['11']
19132,2019-11-18 21:15:00,"05,08,11,22,24,26,30|07","['05', '08', '11', '22', '24', '26', '30']",['07']
19131,2019-11-15 21:15:00,"08,11,14,17,22,24,27|15","['08', '11', '14', '17', '22', '24', '27']",['15']
19130,2019-11-13 21:15:00,"01,06,17,21,23,25,27|11","['01', '06', '17', '21', '23', '25', '27']",['11']
19129,2019-11-11 21:15:00,"06,07,11,14,17,18,21|26","['06', '07', '11', '14', '17', '18', '21']",['26']
19128,2019-11-08 21:15:00,"02,07,08,10,16,21,23|30","['02', '07', '08', '10', '16', '21', '23']",['30']
19127,2019-11-06 21:15:00,"02,04,14,16,19,26,28|11","['02', '04', '14', '16', '19', '26', '28']",['11']
19126,2019-11-04 21:15:00,"07,09,10,12,13,17,22|26","['07', '09', '10', '12', '13', '17', '22']",['26']
19125,2019-11-01 21:15:00,"02,06,07,09,17,24,27|12","['02', '06', '07', '09', '17', '24', '27']",['12']
19124,2019-10-30 21:15:00,"07,13,17,20,25,26,29|11","['07', '13', '17', '20', '25', '26', '29']",['11']
19123,2019-10-28 21:15:00,"01,08,10,15,21,22,28|09","['01', '08', '10', '15', '21', '22', '28']",['09']
19122,2019-10-25 21:15:00,"01,02,04,06,08,14,17|27","['01', '02', '04', '06', '08', '14', '17']",['27']
19121,2019-10-23 21:15:00,"02,11,16,20,23,27,29|01","['02', '11', '16', '20', '23', '27', '29']",['01']
19120,2019-10-21 21:15:00,"04,14,21,23,26,28,30|29","['04', '14', '21', '23', '26', '28', '30']",['29']
19119,2019-10-18 21:15:00,"08,11,17,21,22,24,28|09","['08', '11', '17', '21', '22', '24', '28']",['09']
19118,2019-10-16 21:15:00,"11,12,17,22,27,28,29|20","['11', '12', '17', '22', '27', '28', '29']",['20']
19117,2019-10-14 21:15:00,"03,06,19,20,22,26,27|25","['03', '06', '19', '20', '22', '26', '27']",['25']
19116,2019-10-11 21:15:00,"02,08,14,15,16,20,23|04","['02', '08', '14', '15', '16', '20', '23']",['04']
19115,2019-10-09 21:15:00,"03,06,19,25,27,28,29|05","['03', '06', '19', '25', '27', '28', '29']",['05']
19114,2019-09-30 21:15:00,"01,08,11,13,16,20,28|09","['01', '08', '11', '13', '16', '20', '28']",['09']
19113,2019-09-27 21:15:00,"02,07,10,15,22,25,26|21","['02', '07', '10', '15', '22', '25', '26']",['21']
19112,2019-09-25 21:15:00,"13,18,19,21,24,26,29|25","['13', '18', '19', '21', '24', '26', '29']",['25']
19111,2019-09-23 21:15:00,"07,08,11,16,17,26,29|22","['07', '08', '11', '16', '17', '26', '29']",['22']
19110,2019-09-20 21:15:00,"03,05,11,15,19,24,27|28","['03', '05', '11', '15', '19', '24', '27']",['28']
19109,2019-09-18 21:15:00,"03,13,18,21,22,28,30|04","['03', '13', '18', '21', '22', '28', '30']",['04']
19108,2019-09-16 21:15:00,"02,05,06,09,10,20,23|25","['02', '05', '06', '09', '10', '20', '23']",['25']
19107,2019-09-13 21:15:00,"03,06,12,16,18,21,22|24","['03', '06', '12', '16', '18', '21', '22']",['24']
19106,2019-09-11 21:15:00,"02,05,07,10,12,14,16|30","['02', '05', '07', '10', '12', '14', '16']",['30']
19105,2019-09-09 21:15:00,"11,12,16,19,20,23,25|14","['11', '12', '16', '19', '20', '23', '25']",['14']
19104,2019-09-06 21:15:00,"09,18,24,25,26,27,30|21","['09', '18', '24', '25', '26', '27', '30']",['21']
19103,2019-09-04 21:15:00,"04,06,07,12,24,25,30|08","['04', '06', '07', '12', '24', '25', '30']",['08']
19102,2019-09-02 21:15:00,"07,08,09,13,15,22,30|01","['07', '08', '09', '13', '15', '22', '30']",['01']
19101,2019-08-30 21:15:00,"04,06,09,12,13,16,24|27","['04', '06', '09', '12', '13', '16', '24']",['27']
19100,2019-08-28 21:15:00,"02,04,05,12,13,20,25|22","['02', '04', '05', '12', '13', '20', '25']",['22']
19099,2019-08-26 21:15:00,"01,05,09,19,20,26,29|27","['01', '05', '09', '19', '20', '26', '29']",['27']
19098,2019-08-23 21:15:00,"08,11,12,16,24,28,29|06","['08', '11', '12', '16', '24', '28', '29']",['06']
19097,2019-08-21 21:15:00,"04,09,15,16,17,22,25|03","['04', '09', '15', '16', '17', '22', '25']",['03']
19096,2019-08-19 21:15:00,"01,13,19,21,27,28,29|20","['01', '13', '19', '21', '27', '28', '29']",['20']
19095,2019-08-16 21:15:00,"07,08,10,11,17,24,26|19","['07', '08', '10', '11', '17', '24', '26']",['19']
19094,2019-08-14 21:15:00,"02,05,07,09,14,15,20|13","['02', '05', '07', '09', '14', '15', '20']",['13']
19093,2019-08-12 21:15:00,"05,07,13,14,18,20,21|26","['05', '07', '13', '14', '18', '20', '21']",['26']
19092,2019-08-09 21:15:00,"03,11,12,13,21,23,28|24","['03', '11', '12', '13', '21', '23', '28']",['24']
19091,2019-08-07 21:15:00,"04,10,21,22,24,26,28|08","['04', '10', '21', '22', '24', '26', '28']",['08']
19090,2019-08-05 21:15:00,"01,04,06,10,15,16,21|30","['01', '04', '06', '10', '15', '16', '21']",['30']
19089,2019-08-02 21:15:00,"05,11,13,16,26,28,30|10","['05', '11', '13', '16', '26', '28', '30']",['10']
19088,2019-07-31 21:15:00,"01,06,10,12,15,16,21|20","['01', '06', '10', '12', '15', '16', '21']",['20']
19087,2019-07-29 21:15:00,"05,07,08,10,16,18,25|28","['05', '07', '08', '10', '16', '18', '25']",['28']
19086,2019-07-26 21:15:00,"02,08,14,21,23,26,28|07","['02', '08', '14', '21', '23', '26', '28']",['07']
19085,2019-07-24 21:15:00,"03,04,05,15,20,24,28|18","['03', '04', '05', '15', '20', '24', '28']",['18']
19084,2019-07-22 21:15:00,"10,11,16,17,22,26,27|28","['10', '11', '16', '17', '22', '26', '27']",['28']
19083,2019-07-19 21:15:00,"01,09,15,24,27,28,29|14","['01', '09', '15', '24', '27', '28', '29']",['14']
19082,2019-07-17 21:15:00,"08,11,13,18,24,26,28|12","['08', '11', '13', '18', '24', '26', '28']",['12']
19081,2019-07-15 21:15:00,"01,07,08,17,24,25,27|18","['01', '07', '08', '17', '24', '25', '27']",['18']
19080,2019-07-12 21:15:00,"05,14,18,19,24,25,26|20","['05', '14', '18', '19', '24', '25', '26']",['20']
19079,2019-07-10 21:15:00,"04,14,15,16,17,19,22|13","['04', '14', '15', '16', '17', '19', '22']",['13']
19078,2019-07-08 21:15:00,"02,05,11,13,24,26,27|10","['02', '05', '11', '13', '24', '26', '27']",['10']
19077,2019-07-05 21:15:00,"03,06,09,16,18,22,30|10","['03', '06', '09', '16', '18', '22', '30']",['10']
19076,2019-07-03 21:15:00,"02,10,14,22,26,27,29|21","['02', '10', '14', '22', '26', '27', '29']",['21']
19075,2019-07-01 21:15:00,"01,07,16,18,20,23,25|28","['01', '07', '16', '18', '20', '23', '25']",['28']
19074,2019-06-28 21:15:00,"04,07,10,13,16,18,29|27","['04', '07', '10', '13', '16', '18', '29']",['27']
19073,2019-06-26 21:15:00,"02,04,05,13,17,25,28|09","['02', '04', '05', '13', '17', '25', '28']",['09']
19072,2019-06-24 21:15:00,"07,10,15,16,21,24,28|25","['07', '10', '15', '16', '21', '24', '28']",['25']
19071,2019-06-21 21:15:00,"02,10,12,21,22,23,30|20","['02', '10', '12', '21', '22', '23', '30']",['20']
19070,2019-06-19 21:15:00,"05,06,07,09,13,19,21|29","['05', '06', '07', '09', '13', '19', '21']",['29']
19069,2019-06-17 21:15:00,"01,03,08,09,15,21,24|23","['01', '03', '08', '09', '15', '21', '24']",['23']
19068,2019-06-14 21:15:00,"01,02,07,08,10,12,22|23","['01', '02', '07', '08', '10', '12', '22']",['23']
19067,2019-06-12 21:15:00,"03,05,08,09,27,29,30|28","['03', '05', '08', '09', '27', '29', '30']",['28']
19066,2019-06-10 21:15:00,"05,09,14,22,25,27,28|16","['05', '09', '14', '22', '25', '27', '28']",['16']
19065,2019-06-07 21:15:00,"05,17,19,25,26,28,30|08","['05', '17', '19', '25', '26', '28', '30']",['08']
19064,2019-06-05 21:15:00,"04,05,12,13,22,28,29|19","['04', '05', '12', '13', '22', '28', '29']",['19']
19063,2019-06-03 21:15:00,"07,12,17,18,19,24,29|05","['07', '12', '17', '18', '19', '24', '29']",['05']
19062,2019-05-31 21:15:00,"01,02,07,11,18,20,27|23","['01', '02', '07', '11', '18', '20', '27']",['23']
19061,2019-05-29 21:15:00,"01,03,13,14,18,21,29|24","['01', '03', '13', '14', '18', '21', '29']",['24']
19060,2019-05-27 21:15:00,"02,03,04,06,07,10,19|25","['02', '03', '04', '06', '07', '10', '19']",['25']
19059,2019-05-24 21:15:00,"03,07,16,19,21,24,30|14","['03', '07', '16', '19', '21', '24', '30']",['14']
19058,2019-05-22 21:15:00,"08,10,20,23,24,25,27|12","['08', '10', '20', '23', '24', '25', '27']",['12']
19057,2019-05-20 21:15:00,"01,07,10,12,13,17,27|29","['01', '07', '10', '12', '13', '17', '27']",['29']
19056,2019-05-17 21:15:00,"02,08,09,10,21,29,30|28","['02', '08', '09', '10', '21', '29', '30']",['28']
19055,2019-05-15 21:15:00,"02,04,16,17,18,22,28|07","['02', '04', '16', '17', '18', '22', '28']",['07']
19054,2019-05-13 21:15:00,"06,10,11,15,16,22,29|21","['06', '10', '11', '15', '16', '22', '29']",['21']
19053,2019-05-10 21:15:00,"01,05,10,12,16,21,23|26","['01', '05', '10', '12', '16', '21', '23']",['26']
19052,2019-05-08 21:15:00,"01,06,09,10,14,18,27|15","['01', '06', '09', '10', '14', '18', '27']",['15']
19051,2019-05-06 21:15:00,"01,04,12,17,19,21,25|29","['01', '04', '12', '17', '19', '21', '25']",['29']
19050,2019-05-03 21:15:00,"05,10,18,20,26,27,30|16","['05', '10', '18', '20', '26', '27', '30']",['16']
19049,2019-05-01 21:15:00,"03,07,10,23,25,26,28|04","['03', '07', '10', '23', '25', '26', '28']",['04']
19048,2019-04-29 21:15:00,"05,07,10,19,25,27,30|12","['05', '07', '10', '19', '25', '27', '30']",['12']
19047,2019-04-26 21:15:00,"01,05,10,13,14,17,22|30","['01', '05', '10', '13', '14', '17', '22']",['30']
19046,2019-04-24 21:15:00,"03,04,05,09,19,21,29|14","['03', '04', '05', '09', '19', '21', '29']",['14']
19045,2019-04-22 21:15:00,"02,03,04,05,08,20,21|23","['02', '03', '04', '05', '08', '20', '21']",['23']
19044,2019-04-19 21:15:00,"03,10,12,18,20,26,29|06","['03', '10', '12', '18', '20', '26', '29']",['06']
19043,2019-04-17 21:15:00,"02,13,15,20,21,22,25|28","['02', '13', '15', '20', '21', '22', '25']",['28']
19042,2019-04-15 21:15:00,"05,08,09,16,17,22,24|14","['05', '08', '09', '16', '17', '22', '24']",['14']
19041,2019-04-12 21:15:00,"02,03,07,11,13,24,26|20","['02', '03', '07', '11', '13', '24', '26']",['20']
19040,2019-04-10 21:15:00,"02,07,10,15,19,24,30|03","['02', '07', '10', '15', '19', '24', '30']",['03']
19039,2019-04-08 21:15:00,"06,07,09,12,23,29,30|14","['06', '07', '09', '12', '23', '29', '30']",['14']
19038,2019-04-05 21:15:00,"02,08,12,18,21,22,28|20","['02', '08', '12', '18', '21', '22', '28']",['20']
19037,2019-04-03 21:15:00,"02,10,13,14,16,18,25|27","['02', '10', '13', '14', '16', '18', '25']",['27']
19036,2019-04-01 21:15:00,"06,13,14,15,16,20,26|08","['06', '13', '14', '15', '16', '20', '26']",['08']
19035,2019-03-29 21:15:00,"01,05,13,14,23,25,26|21","['01', '05', '13', '14', '23', '25', '26']",['21']
19034,2019-03-27 21:15:00,"01,06,10,12,23,26,29|13","['01', '06', '10', '12', '23', '26', '29']",['13']
19033,2019-03-25 21:15:00,"02,03,05,14,16,21,25|22","['02', '03', '05', '14', '16', '21', '25']",['22']
19032,2019-03-22 21:15:00,"03,05,07,18,24,26,29|22","['03', '05', '07', '18', '24', '26', '29']",['22']
19031,2019-03-20 21:15:00,"07,09,10,12,17,26,28|16","['07', '09', '10', '12', '17', '26', '28']",['16']
19030,2019-03-18 21:15:00,"07,09,15,18,19,25,26|21","['07', '09', '15', '18', '19', '25', '26']",['21']
19029,2019-03-15 21:15:00,"05,11,12,13,24,29,30|10","['05', '11', '12', '13', '24', '29', '30']",['10']
19028,2019-03-13 21:15:00,"01,05,09,10,18,23,26|30","['01', '05', '09', '10', '18', '23', '26']",['30']
19027,2019-03-11 21:15:00,"02,09,13,20,24,26,30|07","['02', '09', '13', '20', '24', '26', '30']",['07']
19026,2019-03-08 21:15:00,"07,12,15,17,19,25,28|18","['07', '12', '15', '17', '19', '25', '28']",['18']
19025,2019-03-06 21:15:00,"02,09,10,21,23,28,30|18","['02', '09', '10', '21', '23', '28', '30']",['18']
19024,2019-03-04 21:15:00,"06,07,11,16,20,23,24|13","['06', '07', '11', '16', '20', '23', '24']",['13']
19023,2019-03-01 21:15:00,"02,07,08,17,18,19,26|15","['02', '07', '08', '17', '18', '19', '26']",['15']
19022,2019-02-27 21:15:00,"03,11,13,18,19,21,24|22","['03', '11', '13', '18', '19', '21', '24']",['22']
19021,2019-02-25 21:15:00,"03,09,15,19,20,26,27|17","['03', '09', '15', '19', '20', '26', '27']",['17']
19020,2019-02-22 21:15:00,"02,05,14,15,19,25,28|20","['02', '05', '14', '15', '19', '25', '28']",['20']
19019,2019-02-20 21:15:00,"04,11,19,20,23,27,29|21","['04', '11', '19', '20', '23', '27', '29']",['21']
19018,2019-02-18 21:15:00,"01,02,03,08,09,12,19|04","['01', '02', '03', '08', '09', '12', '19']",['04']
19017,2019-02-15 21:15:00,"01,04,09,12,15,21,22|16","['01', '04', '09', '12', '15', '21', '22']",['16']
19016,2019-02-13 21:15:00,"02,05,13,16,18,24,25|03","['02', '05', '13', '16', '18', '24', '25']",['03']
19015,2019-02-11 21:15:00,"01,04,08,14,21,27,29|25","['01', '04', '08', '14', '21', '27', '29']",['25']
19014,2019-02-01 21:15:00,"06,09,12,19,20,24,25|17","['06', '09', '12', '19', '20', '24', '25']",['17']
19013,2019-01-30 21:15:00,"04,05,08,10,14,24,29|22","['04', '05', '08', '10', '14', '24', '29']",['22']
19012,2019-01-28 21:15:00,"03,04,15,21,24,25,29|09","['03', '04', '15', '21', '24', '25', '29']",['09']
19011,2019-01-25 21:15:00,"03,05,08,12,16,17,27|24","['03', '05', '08', '12', '16', '17', '27']",['24']
19010,2019-01-23 21:15:00,"03,07,18,19,25,26,30|22","['03', '07', '18', '19', '25', '26', '30']",['22']
19009,2019-01-21 21:15:00,"01,03,10,11,16,18,26|22","['01', '03', '10', '11', '16', '18', '26']",['22']
19008,2019-01-18 21:15:00,"01,04,06,18,21,26,29|15","['01', '04', '06', '18', '21', '26', '29']",['15']
19007,2019-01-16 21:15:00,"01,06,10,12,13,22,27|26","['01', '06', '10', '12', '13', '22', '27']",['26']
19006,2019-01-14 21:15:00,"10,14,19,22,24,29,30|07","['10', '14', '19', '22', '24', '29', '30']",['07']
19005,2019-01-11 21:15:00,"03,07,12,13,17,20,30|22","['03', '07', '12', '13', '17', '20', '30']",['22']
19004,2019-01-09 21:15:00,"05,09,14,21,24,26,29|28","['05', '09', '14', '21', '24', '26', '29']",['28']
19003,2019-01-07 21:15:00,"02,05,10,12,16,23,25|24","['02', '05', '10', '12', '16', '23', '25']",['24']
19002,2019-01-04 21:15:00,"01,08,13,15,18,20,26|09","['01', '08', '13', '15', '18', '20', '26']",['09']
19001,2019-01-02 21:15:00,"03,05,12,13,14,16,23|17","['03', '05', '12', '13', '14', '16', '23']",['17']
18154,2018-12-31 21:15:00,"05,07,11,14,18,19,25|13","['05', '07', '11', '14', '18', '19', '25']",['13']
18153,2018-12-28 21:15:00,"08,10,19,20,22,27,30|05","['08', '10', '19', '20', '22', '27', '30']",['05']
18152,2018-12-26 21:15:00,"01,03,04,14,16,26,28|19","['01', '03', '04', '14', '16', '26', '28']",['19']
18151,2018-12-24 21:15:00,"02,03,07,16,21,22,28|30","['02', '03', '07', '16', '21', '22', '28']",['30']
18150,2018-12-21 21:15:00,"05,07,11,21,22,23,27|08","['05', '07', '11', '21', '22', '23', '27']",['08']
18149,2018-12-19 21:15:00,"09,13,14,16,17,23,30|24","['09', '13', '14', '16', '17', '23', '30']",['24']
18148,2018-12-17 21:15:00,"01,05,11,13,19,20,21|16","['01', '05', '11', '13', '19', '20', '21']",['16']
18147,2018-12-14 21:15:00,"04,08,09,11,23,26,30|12","['04', '08', '09', '11', '23', '26', '30']",['12']
18146,2018-12-12 21:15:00,"02,06,08,10,22,24,27|25","['02', '06', '08', '10', '22', '24', '27']",['25']
18145,2018-12-10 21:15:00,"12,13,15,16,25,29,30|11","['12', '13', '15', '16', '25', '29', '30']",['11']
18144,2018-12-07 21:15:00,"02,03,09,10,15,20,22|06","['02', '03', '09', '10', '15', '20', '22']",['06']
18143,2018-12-05 21:15:00,"05,07,08,12,14,26,28|09","['05', '07', '08', '12', '14', '26', '28']",['09']
18142,2018-12-03 21:15:00,"05,13,14,18,24,25,30|22","['05', '13', '14', '18', '24', '25', '30']",['22']
18141,2018-11-30 21:15:00,"08,11,13,15,16,28,29|18","['08', '11', '13', '15', '16', '28', '29']",['18']
18140,2018-11-28 21:15:00,"02,11,14,23,25,26,30|16","['02', '11', '14', '23', '25', '26', '30']",['16']
18139,2018-11-26 21:15:00,"06,13,15,18,22,26,29|16","['06', '13', '15', '18', '22', '26', '29']",['16']
18138,2018-11-23 21:15:00,"03,04,05,14,16,17,22|28","['03', '04', '05', '14', '16', '17', '22']",['28']
18137,2018-11-21 21:15:00,"10,12,13,14,17,22,30|08","['10', '12', '13', '14', '17', '22', '30']",['08']
18136,2018-11-19 21:15:00,"04,07,11,13,22,24,30|20","['04', '07', '11', '13', '22', '24', '30']",['20']
18135,2018-11-16 21:15:00,"07,14,15,21,26,29,30|12","['07', '14', '15', '21', '26', '29', '30']",['12']
18134,2018-11-14 21:15:00,"04,11,13,15,17,18,19|27","['04', '11', '13', '15', '17', '18', '19']",['27']
18133,2018-11-12 21:15:00,"03,05,10,12,23,27,30|26","['03', '05', '10', '12', '23', '27', '30']",['26']
18132,2018-11-09 21:15:00,"01,07,09,23,25,29,30|22","['01', '07', '09', '23', '25', '29', '30']",['22']
18131,2018-11-07 21:15:00,"09,12,13,16,25,26,30|02","['09', '12', '13', '16', '25', '26', '30']",['02']
18130,2018-11-05 21:15:00,"03,14,15,17,20,24,28|26","['03', '14', '15', '17', '20', '24', '28']",['26']
18129,2018-11-02 21:15:00,"03,06,08,16,19,20,28|24","['03', '06', '08', '16', '19', '20', '28']",['24']
18128,2018-10-31 21:15:00,"01,02,09,10,11,16,21|20","['01', '02', '09', '10', '11', '16', '21']",['20']
18127,2018-10-29 21:15:00,"07,11,18,21,27,28,29|03","['07', '11', '18', '21', '27', '28', '29']",['03']
18126,2018-10-26 21:15:00,"02,13,14,18,25,27,29|24","['02', '13', '14', '18', '25', '27', '29']",['24']
18125,2018-10-24 21:15:00,"03,04,05,06,18,19,26|28","['03', '04', '05', '06', '18', '19', '26']",['28']
18124,2018-10-22 21:15:00,"02,06,10,19,20,26,28|05","['02', '06', '10', '19', '20', '26', '28']",['05']
18123,2018-10-19 21:15:00,"11,15,19,21,22,25,30|06","['11', '15', '19', '21', '22', '25', '30']",['06']
18122,2018-10-17 21:15:00,"03,11,19,23,26,27,29|12","['03', '11', '19', '23', '26', '27', '29']",['12']
18121,2018-10-15 21:15:00,"01,09,12,16,17,21,22|15","['01', '09', '12', '16', '17', '21', '22']",['15']
18120,2018-10-12 21:15:00,"02,04,06,14,17,22,26|23","['02', '04', '06', '14', '17', '22', '26']",['23']
18119,2018-10-10 21:15:00,"04,11,13,14,18,20,26|29","['04', '11', '13', '14', '18', '20', '26']",['29']
18118,2018-10-08 21:15:00,"05,06,13,19,26,27,29|23","['05', '06', '13', '19', '26', '27', '29']",['23']
18117,2018-10-05 21:15:00,"01,03,10,13,14,16,28|30","['01', '03', '10', '13', '14', '16', '28']",['30']
18116,2018-10-03 21:15:00,"05,14,20,21,24,26,30|12","['05', '14', '20', '21', '24', '26', '30']",['12']
18115,2018-10-01 21:15:00,"04,07,13,17,18,20,23|15","['04', '07', '13', '17', '18', '20', '23']",['15']
